cpu_id,timestamp,price
1,1294642800000,299.99
1,1305439200000,289.99
1,1305698400000,299.99
1,1324278000000,279.99
1,1324450800000,299.99
1,1330844400000,200.01
1,1336629600000,294.99
1,1344492000000,294.99
1,1350280800000,314.99
1,1360047600000,314.99
1,1415948400000,292.99
1,1467180000000,398.99
1,1469167200000,414.87
1,1469599200000,398.99
1,1469944800000,414.87
1,1470204000000,409.23
1,1470290400000,398.99
1,1472191200000,214.99
1,1473832800000,199.99
1,1474264800000,214.99
1,1474351200000,199.99
1,1474437600000,214.99
1,1475128800000,410.65
1,1475301600000,414.87
1,1475388000000,406.58
1,1475474400000,406.57
1,1475560800000,410.47
1,1475647200000,406.58
1,1475733600000,406.57
1,1475906400000,406.56
1,1475992800000,406.55
1,1476079200000,406.54
1,1476165600000,406.53
1,1476252000000,199.99
1,1478152800000,189.99
1,1479279600000,239.99
1,1479366000000,189.99
1,1480230000000,239.99
1,1482562800000,412.08
1,1482649200000,412.2
1,1482735600000,412.17
1,1482908400000,412.2
1,1482994800000,412.17
1,1483167600000,412.14
1,1483599600000,239.99
1,1483772400000,412.02
1,1483945200000,411.99
1,1484895600000,405.73
1,1485327600000,239.99
1,1487487600000,405.73
1,1487574000000,239.99
1,1487660400000,409.22
1,1487833200000,405.73
1,1489384800000,239.99
1,1489903200000,179.99
1,1491285600000,239.99
1,1493013600000,405.73
1,1493100000000,239.99
1,1493618400000,405.73
1,1493704800000,239.99
1,1494828000000,269.0
1,1499407200000,369.0
1,1500357600000,339.99
1,1501653600000,369.0
1,1501740000000,339.99
1,1502344800000,369.0
1,1502604000000,339.99
1,1503640800000,299.99
1,1504072800000,299.99
1,1504936800000,209.99
1,1506232800000,149.95
1,1506405600000,209.99
1,1507615200000,339.99
1,1507701600000,209.99
1,1508133600000,339.99
1,1508220000000,209.99
1,1511420400000,199.99
1,1515135600000,339.99
1,1515222000000,199.99
1,1516950000000,135.0
1,1517554800000,189.99
1,1517641200000,339.99
1,1519196400000,135.0
1,1521957600000,189.99
1,1523512800000,295.89
1,1523685600000,189.99
1,1524376800000,135.0
1,1524549600000,189.99
1,1524981600000,135.0
1,1526191200000,149.99
1,1527487200000,295.89
1,1527919200000,149.99
1,1530684000000,169.98
1,1531807200000,158.0
1,1532239200000,169.98
1,1532671200000,158.0
1,1533016800000,169.98
1,1533103200000,179.99
1,1533276000000,158.0
1,1533880800000,162.29
1,1534226400000,158.0
1,1534399200000,149.99
1,1534744800000,139.99
1,1535349600000,149.99
1,1535436000000,162.29
1,1535522400000,149.99
1,1536127200000,149.98
1,1536904800000,139.99
1,1538805600000,149.98
1,1541487600000,148.99
1,1545462000000,169.99
1,1548054000000,135.0
1,1548399600000,149.0
1,1620885600000,119.0
1,1621144800000,157.51
1,1621404000000,138.97
1,1621490400000,157.51
1,1621576800000,157.51
1,1621922400000,138.97
1,1622008800000,157.51
1,1622268000000,138.97
1,1622354400000,109.0
1,1622613600000,136.42
1,1622700000000,109.0
1,1622786400000,157.51
1,1622872800000,138.97
1,1623045600000,109.0
1,1626501600000,115.0
1,1627538400000,137.17
1,1628056800000,136.42
1,1628229600000,137.39
1,1628316000000,136.42
1,1628575200000,141.42
1,1628661600000,108.99
1,1629266400000,138.97
1,1629352800000,108.99
1,1629439200000,108.99
1,1630130400000,147.91
1,1630303200000,138.97
1,1630389600000,147.91
1,1630562400000,108.99
1,1630648800000,145.99
1,1630735200000,110.0
1,1632290400000,139.51
1,1632463200000,110.0
1,1632549600000,139.51
1,1632636000000,110.0
